protein.key,protein.Entry,protein.Accession,protein.Description,protein.dataBaseType,protein.score,protein.falsePositiveRate,protein.avgMass,protein.MatchedProducts,protein.matchedPeptides,protein.digestPeps,protein.seqCover(%),protein.MatchedPeptideIntenSum,protein.top3MatchedPeptideIntenSum,protein.MatchedProductIntenSum,protein.fmolOnColumn,protein.ngramOnColumn,protein.AutoCurate,protein.Key_ForHomologs
95,sp|Q04826|1B40_HUMAN,HLA,class I histocompatibility antigen_ B-40 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1,Regular,1704.2650,0.00,40847.4423,58,10,27,33.15,156332,25229,49099,13.4153,0.5480,Green,34 35 37 38 39 40 41 42 43 93 94 96 97 98 99 100 101 102 103 104 193 194 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 305 306 307 308 309 310 366 367 369 370 371 7780 7809 7888 8020
9527,sp|Q9BRT6|LLPH_HUMAN,Protein,LLP homolog OS=Homo sapiens GN=LLPH PE=1 SV=1,Regular,1701.1440,0.00,15339.2895,22,2,9,23.26,30849,46273.5,8410,24.6055,0.3774,Green,
14232,sp|P28074|PSB5_HUMAN,Proteasome,subunit beta type-5 OS=Homo sapiens GN=PSMB5 PE=1 SV=3,Regular,1681.2350,0.00,28651.4185,40,6,22,22.43,74001,59349,12169,31.5582,0.9042,Green,
4628,sp|Q53GQ0|DHB12_HUMAN,Very-long-chain,3-oxoacyl-CoA reductase OS=Homo sapiens GN=HSD17B12 PE=1 SV=2,Regular,1679.7280,0.00,34438.2916,63,10,20,32.05,113699,81252,22254,43.2049,1.4879,Green,
14277,sp|Q86YS6|RAB43_HUMAN,Ras-related,protein Rab-43 OS=Homo sapiens GN=RAB43 PE=1 SV=1,Regular,1678.0450,0.00,23567.5008,16,1,25,5.19,123069,0,97972,,,Green,13230 13231 13252 13263 13323 13325 13329 13385 13387 13388 13389 13475 13476 13477 13479 13508 14275 14276
13508,sp|Q96DA2|RB39B_HUMAN,Ras-related,protein Rab-39B OS=Homo sapiens GN=RAB39B PE=1 SV=1,Regular,1678.0450,0.00,24850.2686,16,1,22,5.16,123069,0,97972,,,Green,13230 13231 13252 13263 13323 13325 13329 13385 13387 13388 13389 13475 13476 13477 13479 14275 14276 14277
13475,sp|Q96AX2|RAB37_HUMAN,Ras-related,protein Rab-37 OS=Homo sapiens GN=RAB37 PE=1 SV=3,Regular,1678.0450,0.00,25043.3672,16,1,29,4.93,123069,0,97972,,,Green,13230 13231 13252 13263 13323 13325 13329 13385 13387 13388 13389 13476 13477 13479 13508 14275 14276 14277
13325,sp|Q15771|RAB30_HUMAN,Ras-related,protein Rab-30 OS=Homo sapiens GN=RAB30 PE=1 SV=2,Regular,1678.0450,0.00,23400.4187,16,1,20,5.42,123069,0,97972,,,Green,13230 13231 13252 13263 13323 13329 13385 13387 13388 13389 13475 13476 13477 13479 13508 14275 14276 14277
13252,sp|Q6IQ22|RAB12_HUMAN,Ras-related,protein Rab-12 OS=Homo sapiens GN=RAB12 PE=1 SV=3,Regular,1678.0450,0.00,27590.6166,16,1,26,4.51,123069,0,97972,,,Green,13230 13231 13263 13323 13325 13329 13385 13387 13388 13389 13475 13476 13477 13479 13508 14275 14276 14277
15497,sp|Q9NVA2|SEP11_HUMAN,Septin-11,OS=Homo sapiens GN=SEPT11 PE=1 SV=3,Regular,1674.1020,0.00,49683.4837,83,10,42,17.72,142968,59450,29279,31.6119,1.5706,Green,15899 15902 15948
14619,sp|P62891|RL39_HUMAN,60S,ribosomal protein L39 OS=Homo sapiens GN=RPL39 PE=1 SV=2,Regular,1671.1850,0.00,6406.6936,16,2,1,19.61,64400,0,14753,,,Green,14269
14269,sp|Q59GN2|R39L5_HUMAN,Putative,60S ribosomal protein L39-like 5 OS=Homo sapiens GN=RPL39P5 PE=5 SV=2,Regular,1671.1850,0.00,6322.6100,16,2,1,19.61,64400,172863,14753,91.9181,0.5812,Green,14619
12447,sp|Q14980|NUMA1_HUMAN,Nuclear,mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1 PE=1 SV=2,Regular,1670.2530,0.00,239343.3105,416,72,209,39.20,680653,90460,155399,48.1012,11.5127,Green,
11029,sp|P26038|MOES_HUMAN,Moesin,OS=Homo sapiens GN=MSN PE=1 SV=3,Regular,1668.9440,0.00,67934.2403,125,22,63,31.37,537820,262829.1,138437,139.7566,9.4943,Green,6518 13408
14252,sp|Q13162|PRDX4_HUMAN,Peroxiredoxin-4,OS=Homo sapiens GN=PRDX4 PE=1 SV=1,Regular,1667.4350,0.00,30768.0440,62,10,20,37.64,180964,77447,24499,41.1816,1.2671,Green,14251
15063,sp|Q9Y3B9|RRP15_HUMAN,RRP15-like,protein OS=Homo sapiens GN=RRP15 PE=1 SV=2,Regular,1664.6950,0.00,31655.3488,56,8,33,25.18,97161,55863,21193,29.7046,0.9403,Green,
13763,sp|P13797|PLST_HUMAN,Plastin-3,OS=Homo sapiens GN=PLS3 PE=1 SV=4,Regular,1660.9960,0.00,71324.4032,113,20,56,35.87,179254,46496.14,37505,24.7238,1.7634,Green,13037 13694
1179,sp|P59998|ARPC4_HUMAN,Actin-related,protein 2/3 complex subunit 4 OS=Homo sapiens GN=ARPC4 PE=1 SV=3,Regular,1654.1350,0.00,19781.1248,43,6,15,28.57,167341,130562,23701,69.4250,1.3733,Green,
1744,sp|Q6UB35|C1TM_HUMAN,Monofunctional,C1-tetrahydrofolate synthase_ mitochondrial OS=Homo sapiens GN=MTHFD1L PE=1 SV=1,Regular,1646.7640,0.00,106702.5493,173,23,79,26.99,343149,94888,80705,50.4557,5.3838,Green,2097
4739,sp|O43143|DHX15_HUMAN,Pre-mRNA-splicing,factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2,Regular,1640.1990,0.00,91731.3926,181,24,84,31.32,410834,135842,105730,72.2326,6.6260,Green,4453 4455
11754,sp|O75251|NDUS7_HUMAN,NADH,dehydrogenase [ubiquinone] iron-sulfur protein 7_ mitochondrial OS=Homo sapiens GN=NDUFS7 PE=1 SV=3,Regular,1637.3750,0.00,23848.7142,34,4,16,18.31,77797,74958,22115,39.8581,0.9506,Green,
12174,sp|Q8NFH5|NUP53_HUMAN,Nucleoporin,NUP53 OS=Homo sapiens GN=NUP35 PE=1 SV=1,Regular,1633.6840,0.00,34887.9152,49,7,22,28.83,60963,46507,17104,24.7296,0.8628,Green,
41,sp|Q09160|1A80_HUMAN,HLA,class I histocompatibility antigen_ A-80 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1,Regular,1629.1910,0.00,41076.8987,41,4,26,21.10,138188,0,49225,,,Green,34 35 37 38 39 40 43 95 97 98 100 102 103 104 193 194 221 222 223 224 225 226 228 229 230 233 234 235 260 261 262 263 264 265 266 268 269 271 272 273 274 276 277 278 279 305 306 307 308 309 310 366 367 368 369 370 7809 8020
1915,sp|P07339|CATD_HUMAN,Cathepsin,D OS=Homo sapiens GN=CTSD PE=1 SV=1,Regular,1623.8340,0.00,45065.5487,67,12,28,30.10,148456,89445,41371,47.5614,2.1434,Green,
15010,sp|Q9BYD1|RM13_HUMAN,39S,ribosomal protein L13_ mitochondrial OS=Homo sapiens GN=MRPL13 PE=1 SV=1,Regular,1614.9130,0.00,20749.0387,67,12,15,74.16,154792,49611.73,32424,26.3805,0.5474,Green,11745
16717,sp|Q14247|SRC8_HUMAN,Src,substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2,Regular,1611.0410,0.00,61757.2865,138,28,46,45.09,237115,48748,48540,25.9212,1.6008,Green,
18172,sp|P67936|TPM4_HUMAN,Tropomyosin,alpha-4 chain OS=Homo sapiens GN=TPM4 PE=1 SV=3,Regular,1606.3660,0.00,28635.9130,87,13,28,45.56,221448,23318.49,52008,12.3994,0.3551,Green,18038 18039 18088
5746,sp|P08779|K1C16_HUMAN,Keratin_,type I cytoskeletal 16 OS=Homo sapiens GN=KRT16 PE=1 SV=4,Regular,1604.2860,0.00,51610.0737,100,12,43,18.82,1146864,0,350982,,,Green,5597 5637 5665 5745 5807 8638 8639 8640 8695 8696 8697 8698 8751 8753 8754 8855 8856 8888 9013 9102 9233 9351 9352
368,sp|P16190|1A33_HUMAN,HLA,class I histocompatibility antigen_ A-33 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=3,Regular,1599.3780,0.00,41177.0111,36,3,25,12.88,109143,0,43685,,,Green,34 35 37 38 39 40 41 43 97 99 100 101 103 104 193 221 222 223 228 229 230 233 234 260 261 262 263 265 270 271 272 274 276 277 278 279 305 307 308 309 310 366 367 369 370 7809
104,sp|P30504|1C04_HUMAN,HLA,class I histocompatibility antigen_ Cw-4 alpha chain OS=Homo sapiens GN=HLA-C PE=1 SV=1,Regular,1598.1260,0.00,41394.1539,43,6,26,16.94,173738,0,48379,,,Green,34 35 37 38 39 40 41 42 43 93 94 95 96 97 98 99 100 101 102 103 193 194 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 305 306 307 308 309 310 366 367 368 369 370 371 7780 7809 7888 8020
15395,sp|Q9Y2Q9|RT28_HUMAN,28S,ribosomal protein S28_ mitochondrial OS=Homo sapiens GN=MRPS28 PE=1 SV=1,Regular,1596.8100,0.00,21013.8935,34,5,16,25.13,109322,87419,28583,46.4841,0.9768,Green,
14278,sp|P20340|RAB6A_HUMAN,Ras-related,protein Rab-6A OS=Homo sapiens GN=RAB6A PE=1 SV=3,Regular,1591.7300,0.00,23706.8859,41,8,20,40.87,110605,49820.24,29346,26.4914,0.6280,Green,13359
8818,sp|Q01546|K22O_HUMAN,Keratin_,type II cytoskeletal 2 oral OS=Homo sapiens GN=KRT76 PE=1 SV=2,Regular,1590.8000,0.00,66411.1179,98,17,47,17.08,892978,12499.09,371678,6.6463,0.4414,Green,5639 5666 5667 5668 5747 5748 5749 5804 5805 5853 7234 8642 8643 8644 8645 8699 8819 8857 8858 8859 8860 8861 9103 9354 19316
307,sp|P30492|1B54_HUMAN,HLA,class I histocompatibility antigen_ B-54 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1,Regular,1589.2340,0.00,40665.2497,51,6,24,22.38,180678,0,54049,,,Green,34 35 37 38 39 40 41 42 43 93 94 95 96 97 98 99 100 101 102 103 104 193 194 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 305 306 308 309 310 366 367 368 369 370 371 7780 7809 7888 8020
13832,sp|Q9H307|PININ_HUMAN,Pinin,OS=Homo sapiens GN=PNN PE=1 SV=4,Regular,1589.1930,0.00,81727.8703,148,25,71,27.75,375701,173611,92549,92.3158,7.5448,Green,
10676,sp|Q15366|PCBP2_HUMAN,Poly(rC)-binding,protein 2 OS=Homo sapiens GN=PCBP2 PE=1 SV=1,Regular,1582.8580,0.00,38979.3509,65,9,24,29.86,127384,99625.71,27478,52.9749,2.0649,Green,10608 10609 10610
14654,sp|Q8N5N7|RM50_HUMAN,39S,ribosomal protein L50_ mitochondrial OS=Homo sapiens GN=MRPL50 PE=1 SV=2,Regular,1582.6180,0.00,18496.0567,28,4,17,45.57,36713,41196,18188,21.9055,0.4052,Green,
6729,sp|P07954|FUMH_HUMAN,Fumarate,hydratase_ mitochondrial OS=Homo sapiens GN=FH PE=1 SV=3,Regular,1574.0670,0.00,54808.2224,69,7,31,21.96,107547,68130,38779,36.2274,1.9856,Green,
13160,sp|O43172|PRP4_HUMAN,U4/U6,small nuclear ribonucleoprotein Prp4 OS=Homo sapiens GN=PRPF4 PE=1 SV=2,Regular,1571.8750,0.00,59133.5896,71,13,41,29.31,148616,66007,28235,35.0985,2.0755,Green,
10550,sp|P12004|PCNA_HUMAN,Proliferating,cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1,Regular,1569.3040,0.00,29111.0147,67,10,23,41.38,146567,74692,25577,39.7167,1.1562,Green,
7723,sp|P05114|HMGN1_HUMAN,Non-histone,chromosomal protein HMG-14 OS=Homo sapiens GN=HMGN1 PE=1 SV=3,Regular,1568.1180,0.00,10658.9124,20,2,9,29.00,35877,53815.5,5385,28.6158,0.3050,Green,
12152,sp|O75607|NPM3_HUMAN,Nucleoplasmin-3,OS=Homo sapiens GN=NPM3 PE=1 SV=3,Regular,1564.5010,0.00,19628.8546,33,4,12,35.39,104418,131029.5,34558,69.6736,1.3676,Green,
9785,sp|P36776|LONM_HUMAN,Lon,protease homolog_ mitochondrial OS=Homo sapiens GN=LONP1 PE=1 SV=2,Regular,1562.8600,0.00,107002.7340,187,27,82,30.97,405566,145739,84750,77.4952,8.2922,Green,
14309,sp|Q02127|PYRD_HUMAN,Dihydroorotate,dehydrogenase (quinone)_ mitochondrial OS=Homo sapiens GN=DHODH PE=1 SV=3,Regular,1562.2570,0.00,42867.3130,61,14,34,40.51,117452,77080,31071,40.9865,1.7570,Green,
15731,sp|Q15428|SF3A2_HUMAN,Splicing,factor 3A subunit 2 OS=Homo sapiens GN=SF3A2 PE=1 SV=2,Regular,1559.2990,0.00,49369.7143,48,9,25,21.77,117429,100646,23889,53.5175,2.6421,Green,14570
14968,sp|P56182|RRP1_HUMAN,Ribosomal,RNA processing protein 1 homolog A OS=Homo sapiens GN=RRP1 PE=1 SV=1,Regular,1558.3340,0.00,53067.4100,77,12,36,29.50,145693,64155,31008,34.1138,1.8103,Green,
371,sp|P01889|1B07_HUMAN,HLA,class I histocompatibility antigen_ B-7 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=3,Regular,1555.8930,0.00,40802.2893,42,7,28,25.69,128009,0,41718,,,Green,34 35 38 42 43 93 94 95 96 97 98 99 100 101 102 103 104 194 224 225 226 227 228 229 230 231 232 233 234 235 260 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 305 306 307 308 309 310 366 7780 7809 7888
96,sp|P30480|1B42_HUMAN,HLA,class I histocompatibility antigen_ B-42 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1,Regular,1555.8930,0.00,40675.1432,42,7,27,25.69,128009,0,41718,,,Green,34 35 38 42 43 93 94 95 97 98 99 100 101 102 103 104 194 224 225 226 227 228 229 230 231 232 233 234 235 260 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 305 306 307 308 309 310 366 371 7780 7809 7888
42,sp|P30460|1B08_HUMAN,HLA,class I histocompatibility antigen_ B-8 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1,Regular,1555.8930,0.00,40673.1487,45,8,27,29.83,129816,0,41985,,,Green,34 35 38 43 93 94 95 96 97 98 99 100 101 102 103 104 194 224 225 226 227 228 229 230 231 232 233 234 235 260 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 305 306 307 308 309 310 366 371 7780 7809 7888
15042,sp|P19388|RPAB1_HUMAN,DNA-directed,RNA polymerases I_ II_ and III subunit RPABC1 OS=Homo sapiens GN=POLR2E PE=1 SV=4,Regular,1554.6710,0.00,24665.3240,28,5,16,22.86,66963,60804,17211,32.3319,0.7975,Green,
5558,sp|Q07666|KHDR1_HUMAN,KH,domain-containing_ RNA-binding_ signal transduction-associated protein 1 OS=Homo sapiens GN=KHDRBS1 PE=1 SV=1,Regular,1552.7720,0.00,48341.4891,91,11,21,25.28,420921,265711,152343,141.2890,6.8301,Green,5618 5707
13408,sp|P35241|RADI_HUMAN,Radixin,OS=Homo sapiens GN=RDX PE=1 SV=1,Regular,1550.3080,0.00,68678.0722,94,12,61,15.78,331987,0,84395,,,Green,6518 11029
7264,sp|P11488|GNAT1_HUMAN,Guanine,nucleotide-binding protein G(t) subunit alpha-1 OS=Homo sapiens GN=GNAT1 PE=1 SV=5,Regular,1544.0330,0.00,40497.0987,44,6,34,16.29,177541,14172.65,66675,7.5362,0.3052,Green,7263 7290 7341 7342 7411 7412 7413 7455 7535
267,sp|P30479|1B41_HUMAN,HLA,class I histocompatibility antigen_ B-41 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1,Regular,1540.8700,0.00,40881.4403,49,9,28,30.11,102207,0,38655,,,Green,34 35 38 42 43 93 94 95 96 97 98 99 100 101 102 103 104 194 224 225 226 227 228 229 230 231 232 233 234 235 260 263 264 265 266 268 269 270 271 272 273 274 275 276 277 278 305 306 307 308 309 310 366 371 7780 7809 7888
255,sp|Q9NY61|AATF_HUMAN,Protein,AATF OS=Homo sapiens GN=AATF PE=1 SV=1,Regular,1540.6990,0.00,63247.0789,88,13,34,32.68,89203,44713,25013,23.7757,1.5037,Green,
5088,sp|O60762|DPM1_HUMAN,Dolichol-phosphate,mannosyltransferase subunit 1 OS=Homo sapiens GN=DPM1 PE=1 SV=1,Regular,1540.6330,0.00,29691.3481,32,5,22,23.46,93796,74604,17244,39.6699,1.1779,Green,
8558,sp|P50213|IDH3A_HUMAN,Isocitrate,dehydrogenase [NAD] subunit alpha_ mitochondrial OS=Homo sapiens GN=IDH3A PE=1 SV=1,Regular,1540.6130,0.00,40048.0212,75,10,31,28.14,204789,132757,54982,70.5922,2.8271,Green,
15012,sp|Q9BZE1|RM37_HUMAN,39S,ribosomal protein L37_ mitochondrial OS=Homo sapiens GN=MRPL37 PE=1 SV=2,Regular,1538.0490,0.00,48630.7836,62,10,42,27.66,90796,56769,28474,30.1863,1.4680,Green,
14980,sp|Q9BYD6|RM01_HUMAN,39S,ribosomal protein L1_ mitochondrial OS=Homo sapiens GN=MRPL1 PE=1 SV=2,Regular,1537.3390,0.00,37136.8799,62,10,23,33.23,135507,82063,29935,43.6361,1.6205,Green,
68,sp|O95573|ACSL3_HUMAN,Long-chain-fatty-acid--CoA,ligase 3 OS=Homo sapiens GN=ACSL3 PE=1 SV=3,Regular,1528.1020,0.00,81389.7107,118,18,42,29.58,175709,63729.14,47605,33.8873,2.7581,Green,471
1569,sp|Q9NYF8|BCLF1_HUMAN,Bcl-2-associated,transcription factor 1 OS=Homo sapiens GN=BCLAF1 PE=1 SV=2,Regular,1522.9410,0.00,106236.2603,159,20,78,19.89,480594,142280,136669,75.6559,8.0374,Green,18257
577,sp|P30837|AL1B1_HUMAN,Aldehyde,dehydrogenase X_ mitochondrial OS=Homo sapiens GN=ALDH1B1 PE=1 SV=3,Regular,1522.9360,0.00,57662.6081,85,11,38,28.43,114321,46853,27612,24.9136,1.4366,Green,
534,sp|P22570|ADRO_HUMAN,NADPH:adrenodoxin,oxidoreductase_ mitochondrial OS=Homo sapiens GN=FDXR PE=1 SV=3,Regular,1520.6270,0.00,54293.0775,102,13,43,28.11,223209,87894,52522,46.7367,2.5375,Green,
4556,sp|Q9BQ39|DDX50_HUMAN,ATP-dependent,RNA helicase DDX50 OS=Homo sapiens GN=DDX50 PE=1 SV=1,Regular,1520.4950,0.00,83135.4097,82,12,60,16.69,255254,41183.7,93852,21.8990,1.8206,Green,4191
7290,sp|A8MTJ3|GNAT3_HUMAN,Guanine,nucleotide-binding protein G(t) subunit alpha-3 OS=Homo sapiens GN=GNAT3 PE=2 SV=2,Regular,1514.3880,0.00,40870.3238,37,3,33,8.76,167839,0,63809,,,Green,7263 7264 7341 7342 7411 7412 7413 7455 7535
18859,sp|Q9Y2T7|YBOX2_HUMAN,Y-box-binding,protein 2 OS=Homo sapiens GN=YBX2 PE=1 SV=2,Regular,1512.4570,0.00,38575.0265,54,6,26,15.66,159881,0,33449,,,Green,19440 19441
8859,sp|P13647|K2C5_HUMAN,Keratin_,type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3,Regular,1510.3490,0.00,62606.5615,81,11,42,17.29,862050,15842.42,360491,8.4240,0.5274,Green,5639 5666 5667 5668 5747 5748 5749 5804 5805 5853 7234 8642 8643 8644 8645 8699 8818 8819 8857 8858 8860 8861 9103 9354 19316
1225,sp|Q9UII2|ATIF1_HUMAN,ATPase,inhibitor_ mitochondrial OS=Homo sapiens GN=ATPIF1 PE=1 SV=1,Regular,1508.8490,0.00,12248.8464,25,5,15,25.47,54648,69991.5,12159,37.2173,0.4559,Green,
16598,sp|Q8IY81|SPB1_HUMAN,pre-rRNA,processing protein FTSJ3 OS=Homo sapiens GN=FTSJ3 PE=1 SV=2,Regular,1508.8460,0.00,96957.7927,141,20,60,29.04,219570,80621,54489,42.8694,4.1565,Green,4189 19081
16817,sp|P28290|SSFA2_HUMAN,Sperm-specific,antigen 2 OS=Homo sapiens GN=SSFA2 PE=1 SV=3,Regular,1505.2450,0.00,139640.7471,222,40,95,35.42,408929,96882,101103,51.5160,7.1937,Green,
7455,sp|P19087|GNAT2_HUMAN,Guanine,nucleotide-binding protein G(t) subunit alpha-2 OS=Homo sapiens GN=GNAT2 PE=2 SV=4,Regular,1504.7660,0.00,40746.1857,36,2,33,5.37,166961,0,63520,,,Green,7263 7264 7290 7341 7342 7411 7412 7413 7535
4244,sp|Q96EP5|DAZP1_HUMAN,DAZ-associated,protein 1 OS=Homo sapiens GN=DAZAP1 PE=1 SV=1,Regular,1502.3070,0.00,43611.5644,27,4,19,13.51,48636,47595,12995,25.3081,1.1037,Green,
11792,sp|O95182|NDUA7_HUMAN,NADH,dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 OS=Homo sapiens GN=NDUFA7 PE=1 SV=3,Regular,1498.4510,0.00,12608.4428,31,5,12,33.63,64554,56825,9024,30.2161,0.3810,Green,
15077,sp|P62854|RS26_HUMAN,40S,ribosomal protein S26 OS=Homo sapiens GN=RPS26 PE=1 SV=3,Regular,1492.1780,0.00,13300.5760,29,3,6,32.17,56885,56116,8505,29.8391,0.3969,Green,15055
11460,sp|O00159|MYO1C_HUMAN,Unconventional,myosin-Ic OS=Homo sapiens GN=MYO1C PE=1 SV=4,Regular,1491.0370,0.00,122537.2019,190,27,85,28.32,258828,73990,64031,39.3434,4.8210,Green,
10140,sp|Q9BQG0|MBB1A_HUMAN,Myb-binding,protein 1A OS=Homo sapiens GN=MYBBP1A PE=1 SV=2,Regular,1490.6300,0.00,149824.2167,291,46,103,32.91,641097,162382,143063,86.3449,12.9366,Green,
4555,sp|Q7L014|DDX46_HUMAN,Probable,ATP-dependent RNA helicase DDX46 OS=Homo sapiens GN=DDX46 PE=1 SV=2,Regular,1483.4020,0.00,117875.5190,224,36,98,32.69,377259,83898,96359,44.6119,5.2586,Green,
14621,sp|Q6DKI1|RL7L_HUMAN,60S,ribosomal protein L7-like 1 OS=Homo sapiens GN=RPL7L1 PE=1 SV=1,Regular,1481.7570,0.00,28775.0838,52,7,18,29.67,121551,70030,26644,37.2377,1.0715,Green,
275,sp|P04222|1C03_HUMAN,HLA,class I histocompatibility antigen_ Cw-3 alpha chain OS=Homo sapiens GN=HLA-C PE=1 SV=2,Regular,1479.3290,0.00,41260.0353,42,7,24,18.31,105302,2015,35391,1.0715,0.0442,Green,34 35 38 42 43 93 94 95 96 97 98 99 100 101 102 103 104 194 224 225 226 227 228 229 230 231 232 233 234 235 260 263 264 265 266 267 268 269 270 271 272 273 274 276 277 278 279 305 306 307 308 309 310 366 371 7780 7809 7888
14617,sp|P83881|RL36A_HUMAN,60S,ribosomal protein L36a OS=Homo sapiens GN=RPL36A PE=1 SV=2,Regular,1471.1980,0.00,12725.9772,39,7,8,51.89,62146,25996.66,10170,13.8235,0.1759,Green,14608
8556,sp|Q14197|ICT1_HUMAN,Peptidyl-tRNA,hydrolase ICT1_ mitochondrial OS=Homo sapiens GN=MRPL58 PE=1 SV=1,Regular,1467.6570,0.00,23858.2410,46,9,18,33.50,92582,64257,23397,34.1680,0.8152,Green,
18788,sp|P0C7P4|UCRIL_HUMAN,Putative,cytochrome b-c1 complex subunit Rieske-like protein 1 OS=Homo sapiens GN=UQCRFS1P1 PE=5 SV=1,Regular,1465.1450,0.00,31100.5504,53,7,25,22.26,169368,0,49438,,,Green,18693
265,sp|P30464|1B15_HUMAN,HLA,class I histocompatibility antigen_ B-15 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=2,Regular,1460.8150,0.00,40673.2477,54,9,27,32.87,191761,0,56514,,,Green,34 35 37 38 39 40 41 42 43 93 94 95 96 97 98 99 100 101 102 103 104 193 194 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 260 261 262 263 264 266 267 268 269 270 271 272 273 274 275 276 277 278 279 305 306 307 308 309 310 366 367 368 369 370 371 7780 7809 7888 8020
7535,sp|P38405|GNAL_HUMAN,Guanine,nucleotide-binding protein G(olf) subunit alpha OS=Homo sapiens GN=GNAL PE=1 SV=1,Regular,1459.9390,0.00,44821.7858,28,2,30,2.89,121970,0,51235,,,Green,7263 7264 7290 7341 7342 7411 7412 7413 7455
14653,sp|Q9H2W6|RM46_HUMAN,39S,ribosomal protein L46_ mitochondrial OS=Homo sapiens GN=MRPL46 PE=1 SV=1,Regular,1457.9320,0.00,31819.2457,40,7,21,30.11,57108,41493,15078,22.0635,0.7020,Green,
18257,sp|Q9Y2W1|TR150_HUMAN,Thyroid,hormone receptor-associated protein 3 OS=Homo sapiens GN=THRAP3 PE=1 SV=2,Regular,1454.4560,0.00,108722.9103,165,25,91,27.75,393583,162601,113033,86.4614,9.4003,Green,1569
8638,sp|P13646|K1C13_HUMAN,Keratin_,type I cytoskeletal 13 OS=Homo sapiens GN=KRT13 PE=1 SV=4,Regular,1452.2080,0.00,49930.4782,85,10,40,18.56,929829,339119.9,430058,180.3235,9.0036,Green,5597 5637 5745 5746 5807 8639 8696 8697 8698 8751 8754 8855 8888 9013 9102 9233 9351 9352
17742,sp|P10599|THIO_HUMAN,Thioredoxin,OS=Homo sapiens GN=TXN PE=1 SV=3,Regular,1451.3880,0.00,12022.6557,27,5,9,47.62,34324,27149,6214,14.4362,0.1736,Green,
43,sp|P30685|1B35_HUMAN,HLA,class I histocompatibility antigen_ B-35 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1,Regular,1449.5630,0.00,40740.4036,54,10,25,35.36,195523,0,55046,,,Green,34 35 37 38 39 40 41 42 93 94 95 96 97 98 99 100 101 102 103 104 193 194 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 305 306 307 308 309 310 366 367 368 369 370 371 7780 7809 7888 8020
15112,sp|P62841|RS15_HUMAN,40S,ribosomal protein S15 OS=Homo sapiens GN=RPS15 PE=1 SV=2,Regular,1448.2570,0.00,17040.1555,19,4,10,31.03,73316,72129,8357,38.3538,0.6536,Green,
15439,sp|Q9Y676|RT18B_HUMAN,28S,ribosomal protein S18b_ mitochondrial OS=Homo sapiens GN=MRPS18B PE=1 SV=1,Regular,1446.4200,0.00,29737.7714,77,10,23,46.12,223032,59475,41738,31.6252,0.9405,Green,
16263,sp|O43290|SNUT1_HUMAN,U4/U6.U5,tri-snRNP-associated protein 1 OS=Homo sapiens GN=SART1 PE=1 SV=1,Regular,1446.1480,0.00,90426.0109,128,19,80,28.38,247209,81769,50533,43.4798,3.9317,Green,
8855,sp|Q04695|K1C17_HUMAN,Keratin_,type I cytoskeletal 17 OS=Homo sapiens GN=KRT17 PE=1 SV=2,Regular,1443.2390,0.00,48390.8844,104,8,43,10.65,1305045,0,459468,,,Green,5597 5637 5745 5746 5807 8638 8639 8640 8695 8696 8697 8698 8751 8754 8888 9013 9102 9233 9351 9352
14059,sp|P07737|PROF1_HUMAN,Profilin-1,OS=Homo sapiens GN=PFN1 PE=1 SV=2,Regular,1438.0450,0.00,15225.3488,31,7,16,57.86,37502,25856,10035,13.7487,0.2093,Green,
